idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
11124,Boomerang,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, den Gin, Wermut, Bitter und Maraschino-Likör vermengen. Gut umrühren. In ein Cocktailglas abseihen und mit der Kirsche garnieren.",,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire il gin, il vermouth, il bitter e il liquore al maraschino.Mescolare bene.Filtrare in una coppetta da cocktail e guarnire con la ciliegia.",,,https://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,Gin,Dry Vermouth,Bitters,Maraschino liqueur,Maraschino cherry,,,,,,,,,,,2 oz ,1/2 oz ,2 dashes ,1/2 tsp ,1 ,,,,,,,,,,,,,No,2017-09-02 22:59:12
17221,Boozy Snickers Milkshake,,,,Milk / Float / Shake,,Alcoholic,Mason jar,"Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",,"Legen Sie die Snickers in einen Plastikbeutel und rollen Sie sie mit einem Nudelholz darüber, bis sie zerquetscht sind. Füge zerdrückte Snickers, Eis, Milch, Karamellsauce, Schokoladensauce und Schokoladenlikör in einen Mixer. Mischen, bis der Shake dick und schaumig ist. In Gläser füllen und mit Schokoladenlikör und Schlagsahne auffüllen.",,"Metti le barrette per snickers in un sacchetto di plastica e arrotolale con un mattarello fino a schiacciarle.
Aggiungere pezzi di snickers schiacciati, gelato, latte, salsa al caramello, salsa al cioccolato e liquore al cioccolato in un frullatore.
Frullare fino a ottenere un frullato denso e spumoso.
Versare nei bicchieri e guarnire con liquore al cioccolato e panna montata.",,,https://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg,Vanilla Ice-Cream,Milk,Godiva liqueur,Whipped Cream,caramel sauce,chocolate sauce,Mini-snickers bars,,,,,,,,,3 cups ,1 cup ,1/2 cup ,for topping,"4 tablespoons
","4 tablespoons
","15
",,,,,,,,,,,No,2017-09-07 12:36:04
11128,Boston Sidecar,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg,Light rum,Brandy,Triple sec,Lime,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,Juice of 1/2 ,,,,,,,,,,,,,,No,2017-09-02 16:26:02
11129,Boston Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",,"Den Saft von Zitrone, Puderzucker, gemischtem Whiskey und Eiweiß mit zerkleinertem Eis schütteln und in ein Whisky Sour Glas abseihen. Die Zitronenscheibe dazugeben, mit der Kirsche garnieren und servieren.",,"Shakerare il succo di limone, lo zucchero a velo, il whisky miscelato e l'albume con ghiaccio tritato e filtrare in un bicchiere da whisky sour.Aggiungere la fetta di limone, guarnire con la ciliegia e servire.",,,https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,Blended whiskey,Lemon,Powdered sugar,Egg white,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 ,1 slice ,1 ,,,,,,,,,,,,No,2017-09-02 16:28:20
17251,Boulevardier,,,,Cocktail,,Alcoholic,Martini Glass,"Stir with ice, strain, garnish and serve.",,"Mit Eis verrühren, abseihen, garnieren und servieren.",,"Mescolare con ghiaccio, filtrare, guarnire e servire.",,,https://www.thecocktaildb.com/images/media/drink/km84qi1513705868.jpg,Campari,Sweet Vermouth,Rye whiskey,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 1/4 oz,1,,,,,,,,,,,,,,No,2017-12-19 17:51:08
178331,Bounty Hunter,,,,Cocktail,,Alcoholic,Margarita glass,"Add the spirits into a shaker as well as the pineapple juice, strain into a Margarita glass. Top with Prosecco and garnish with Blueberries.",,,,"Aggiungere gli alcolici in uno shaker e il succo d'ananas, filtrare in un bicchiere Margarita. Completare con prosecco e guarnire con mirtilli.",,,https://www.thecocktaildb.com/images/media/drink/t8bgxl1596018175.jpg,Rum,Coconut Liqueur,Blueberries,Pineapple Juice,Prosecco,,,,,,,,,,,1 shot,1 shot,Garnish with,Dash,Top,,,,,,,,,,,,,No,
11146,Bourbon Sling,,,,Ordinary Drink,,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Zucker, Wasser, Zitronensaft und Bourbon mischen. Gut schütteln. Gut durchseihen. In ein Highball-Glas abseihen. Mit der Zitronenscheibe garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unisci lo zucchero, l'acqua, il succo di limone e il bourbon. Filtrare in un bicchiere highball. Guarnire con la scorza di limone. Agitare bene. Filtrare bene.",,,https://www.thecocktaildb.com/images/media/drink/3s36ql1504366260.jpg,Sugar,Water,Lemon juice,Bourbon,Lemon peel,,,,,,,,,,,1 tsp superfine ,2 tsp ,1 oz ,2 oz ,1 twist of ,,,,,,,,,,,,,No,2017-09-02 16:31:00
11147,Bourbon Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Bourbon, Zitronensaft und Zucker vermengen. Gut schütteln. In ein Whiskey Sour Glas abseihen, mit der Orangenscheibe und der Kirsche garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unisci il bourbon, il succo di limone e lo zucchero. Filtrare in un bicchiere da whisky sour, guarnire con la fetta d'arancia e la ciliegia. Agitare bene.",,,https://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,Bourbon,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,,,,,,,,No,2017-09-02 16:31:58
11149,Boxcar,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut schütteln. In ein Sour Glas abseihen.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti.Filtrare in un bicchiere sour.Agitare bene.",,,https://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,Gin,Triple sec,Lemon juice,Grenadine,Egg white,,,,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 tsp ,1 ,,,,,,,,,,,,,No,2017-09-02 16:32:57
17120,Brain Fart,,,,Punch / Party Drink,,Alcoholic,Punch bowl,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,,"Alle Zutaten miteinander vermengen. Langsam und sanft. Funktioniert am besten, wenn Eis in die Bowle gegeben wird und die Soda sehr kalt ist.",,"Mescola tutti gli ingredienti insieme.
Lentamente e delicatamente.
Funziona meglio se si aggiunge ghiaccio alla ciotola del punch e se le bibite sono molto fredde.",,,https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,Everclear,Vodka,Mountain Dew,Surge,Lemon juice,Rum,,,,,,,,,,1 fifth ,1 fifth Smirnoff red label ,2 L ,2 L ,1 small bottle ,1 pint ,,,,,,,,,,,,No,2017-09-02 23:01:42
13405,Brainteaser,,,,Shot,,Alcoholic,Shot Glass,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",,"Zuerst Erin schichten, dann Sambuca und dann Avocart (sollte zwischen Beiden sitzen). Zum Trinken: Verwenden Sie einen Strohhalm, um Avokart aufzusaugen, den Rest schießen und die Dämpfe durch den Strohhalm saugen.",,"prima versa la crema di erin ( crema fatta a base di cioccolato e vaniglia )  a strati, poi sambuca e poi avocaat se non avete quest'ultimo potete usare il Vov.",,,https://www.thecocktaildb.com/images/media/drink/ruywtq1461866066.jpg,Sambuca,Erin Cream,Advocaat,,,,,,,,,,,,,30 ml white ,30 ml ,5 ml ,,,,,,,,,,,,,,,No,2016-04-28 18:54:26
17210,Bramble,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Old-Fashioned glass,"Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",,"Füllen Sie das Glas mit zerstoßenem Eis. Den Gin, den Zitronensaft und den Sirup dazugeben. Rühren Sie um und gießen Sie dann Brombeerlikör kreisförmig darüber, um einen Marmoriereffekt zu erzielen. Mit zwei Brombeeren und einer Zitronenscheibe garnieren.",,"Riempi il bicchiere con ghiaccio tritato.
Aggiungi gin, succo di limone e sciroppo semplice.
Mescolare e poi versare il liquore alla mora in modo circolare per creare un effetto marmorizzato.
Guarnire con due more e una fetta di limone.",,,https://www.thecocktaildb.com/images/media/drink/twtbh51630406392.jpg,Gin,lemon juice,Sugar syrup,Creme de Mure,,,,,,,,,,,,4 cl,1.5 cl,1 cl,1.5 cl,,,,,,,,,,,,https://www.instagram.com/p/CSR2YF3M9uT,@wanderingdane,Yes,2017-09-02 18:15:26
16447,Brandon and Will's Coke Float,,,,Soft Drink / Soda,,Alcoholic,Beer mug,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",,Zwei große Kugeln Vanilleeis in den gefrosteten Bierkrug geben. Als nächstes füge 2 Unzen Maker's Mark hinzu. Dann gießen Sie Cola ein. Vorsichtig umrühren und genießen.,,"Versare due grandi palline di gelato alla vaniglia in un boccale di birra glassato.
Aggiungi 60ml di whiskey bourbon e successivamente versa la Coca-Cola.
Mescola delicatamente e divertiti.",,,https://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg,Vanilla ice-cream,Coca-Cola,Bourbon,,,,,,,,,,,,,2 scoops ,1 can ,2 oz ,,,,,,,,,,,,,,,No,2016-09-01 09:39:45
11016,Brandy Alexander,,"Nutty,Dairy",,Ordinary Drink,,Alcoholic,Whiskey Glass,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,,Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Cocktailglas abseihen. Muskatnuss darüber streuen und servieren.,,Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare il contenuto in una coppetta da cocktail. Cospargere di noce moscata e servire.,,,https://www.thecocktaildb.com/images/media/drink/mlyk1i1606772340.jpg,Brandy,Creme de Cacao,Light cream,Nutmeg,,,,,,,,,,,,1 oz ,1 oz white ,1 oz ,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Brandy_Alexander_on_the_Rocks.jpg,Will Shenton,Yes,2017-01-02 20:09:06
11157,Brandy Cobbler,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",,"In einem old-fashioned Glas den Zucker in der Soda auflösen. Füge Crushed Ice hinzu, bis das Glas fast voll ist. Füge den Brandy hinzu. Gut umrühren. Mit der Kirsche und den Orangen- und Zitronenscheiben garnieren.",,"In un bicchiere vecchio stile, sciogli lo zucchero nella soda club. Aggiungi il brandy. Aggiungere il ghiaccio tritato fino a quando il bicchiere è quasi pieno. Guarnire con la ciliegia e le fettine di arancia e limone. Mescolare bene",,,https://www.thecocktaildb.com/images/media/drink/5xgu591582580586.jpg,Sugar,Club soda,Lemon,Brandy,Maraschino cherry,Orange,,,,,,,,,,1 tsp superfine ,3 oz ,1 ,2 oz ,1 ,1 ,,,,,,,,,,,,Yes,2015-08-13 12:37:16
11164,Brandy Flip,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Brandy, Ei, Zucker und Sahne vermengen. Gut schütteln. In ein Sour Glas abseihen und mit der Muskatnuss garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unire il brandy, l'uovo, lo zucchero e la panna.Filtrare in un bicchiere e guarnire con la noce moscata. Agitare bene",,,https://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,Brandy,Egg,Sugar,Light cream,Nutmeg,,,,,,,,,,,2 oz ,1 whole ,1 tsp superfine ,1/2 oz ,1/8 tsp grated ,,,,,,,,,,,,,No,2017-09-02 16:34:21
11170,Brandy Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",,"Brandy, Zitronensaft und Puderzucker mit Eis schütteln und in ein Whiskey Sour Glas abseihen. Mit der Zitronenscheibe dekorieren, mit der Kirsche garnieren und servieren.",,"Shakerare brandy, succo di limone e zucchero a velo con ghiaccio e filtrare in un bicchiere da whisky sour. Decorare con la fetta di limone, guarnire con la ciliegia e servire.",,,https://www.thecocktaildb.com/images/media/drink/b1bxgq1582484872.jpg,Brandy,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,,,2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,,,,,,,,Yes,2017-09-02 16:35:40
13068,Brave Bull Shooter,,,,Shot,,Alcoholic,Shot glass,Pour Tabasco into bottom of shot glass and fill with tequila.,,Tabasco auf den Boden des Schnapsglases geben und mit Tequila füllen.,,Versare il Tabasco sul fondo di un bicchierino e riempire con la tequila.,,,https://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg,Tequila,Tabasco sauce,,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,No,2016-09-08 15:23:45
17825,Brigadier,,,,Cocktail,,Alcoholic,Coupe Glass,Mix ingredients in a warmed mug and stir.,,Die Zutaten in einem erwärmten Becher mischen und umrühren.,,Mescolare gli ingredienti in una tazza calda e mescola.,,,https://www.thecocktaildb.com/images/media/drink/nl89tf1518947401.jpg,Hot Chocolate,Green Chartreuse,Cherry Heering,,,,,,,,,,,,,4 oz,1 oz,1 oz,,,,,,,,,,,,,,,No,2018-02-18 09:50:01
178311,Broadside,,,,Cocktail,,Alcoholic,Highball glass,"Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!",,,,"Riempire a metà il bicchiere con cubetti di ghiaccio. Schiacciare l'assenzio e aggiungerlo al ghiaccio. Versare rum, scotch e burro, quindi servire!",,,https://www.thecocktaildb.com/images/media/drink/l2o6xu1582476870.jpg,151 proof rum,Scotch,Bitters,Wormwood,Ice,,,,,,,,,,,1 shot,1/2 shot,3 drops,1 Fresh,cubes,,,,,,,,,,,,,Yes,
178310,Brooklyn,,"Alcoholic,Sweet,DateNight,USA",,Cocktail,,Alcoholic,Cocktail glass,Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.,,,,Unisci gli ingredienti con il ghiaccio e mescola finché non si saranno raffreddati. Filtrare in una coppetta da cocktail ghiacciata.,,,https://www.thecocktaildb.com/images/media/drink/ojsezf1582477277.jpg,Rye Whiskey,Dry Vermouth,Maraschino Liqueur,Angostura Bitters,Maraschino Cherry,,,,,,,,,,,2 oz,1 oz,1/4 oz,3 dashes,1,,,,,,,,,,,,,Yes,
13066,Bruce's Puce,,,,Shot,,Alcoholic,Shot glass,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",,"In einem normal großen Schnapsglas, in einer Schicht, mit einem Löffel oder einer Kirsche, die Grenadine, der Kahlua, dann die Bailey's Irish Cream zu gleichen Portionen einfüllen. Es geht wirklich reibungslos ab und man braucht nicht einmal einen Chaser. Es schmeckt wie Schokoladenmilch. (Wirklich!)",,"In un bicchierino di dimensioni regolari, sovrapporre, con un cucchiaio o una ciliegia, la granatina, il Kahlua, quindi la crema irlandese Bailey's in porzioni uguali.
Va davvero bene.
Ha il sapore del latte al cioccolato.
(Veramente!)",,,https://www.thecocktaildb.com/images/media/drink/svsvqv1473344558.jpg,Grenadine,Kahlua,Baileys irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2016-09-08 15:22:38
16998,Bruised Heart,,,,Shot,,Alcoholic,Shot glass,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",,"Alle Zutaten in einem Mixbecher über Eis gießen, umrühren und in ein Schnapsglas abseihen.",,"Versare tutti gli ingredienti in un cocktail shaker con del ghiaccio, mescolare e filtrare in un bicchierino da shot",,,https://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,Vodka,Chambord raspberry liqueur,Peachtree schnapps,Cranberry juice,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,No,2017-08-24 09:43:29
14730,Bubble Gum,,,,Shot,,Alcoholic,Shot glass,Layer in order into a shot glass.,,Nacheinander in ein Schnapsglas schichten.,,Versare a strati nell'ordine di ingrediente,,,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Vodka,Banana liqueur,Orange juice,Peach schnapps,,,,,,,,,,,,1/4 ,1/4 ,1/4 ,1/4 ,,,,,,,,,,,,,,No,2016-07-18 22:53:03
17035,Buccaneer,,,,Beer,,Alcoholic,Beer pilsner,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,,Gießen Sie die Korona in ein Bierglas und gießen Sie die Bacardi-Limone in das Bier. Rühren Sie sehr sanft.,,"Versare la corona in un bicchiere da birra da 530ml, versare il Bacardi Limon nella birra mescolando molto delicatamente",,,https://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,Corona,Bacardi Limon,,,,,,,,,,,,,,1 ,1 shot ,,,,,,,,,,,,,,,,No,2015-09-03 03:57:03
14538,Bumble Bee,,,,Shot,,Alcoholic,Shot glass,"This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",,Dies ist ein mehrschichtiges Getränk. Zuerst gießt man die Bailey's in das Schnapsglas. Nehmen Sie dann einen umgedrehten Löffel und berühren Sie ihn an der Innenwand des Glases. Füge das Kahlua vorsichtig hinzu. Wiederholen Sie diesen Vorgang für den Sambuca. Bei richtiger Anwendung bleibt der Alkohol getrennt und ähnelt einer Hummel. Genießt es!!!!!!,,"Questo è uno scatto a strati.
Per prima cosa, versa il Bailey's nel bicchierino.
Quindi prendi un cucchiaio capovolto e toccalo sulla parete interna del vetro.
Aggiungi con attenzione il Kahlua.
Ripeti questo processo per la Sambuca.
Se fatto correttamente, l'alcol rimarrà separato e assomiglierà a un calabrone",,,https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg,Baileys irish cream,Kahlua,Sambuca,,,,,,,,,,,,,1/3 oz ,1/3 oz ,1/3 oz ,,,,,,,,,,,,,,,No,2016-04-28 18:59:38
17220,Butter Baby,,,,Milk / Float / Shake,,Alcoholic,Beer mug,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,,In einem Mixer verrühren. In einem gekühlten Bierkrug mit frischen Blaubeeren und Karamell als Beilage servieren.,,"Mescola insieme in un frullatore.
Servire in un boccale di birra freddo con mirtilli freschi e caramello per guarnire.",,,https://www.thecocktaildb.com/images/media/drink/1xhjk91504783763.jpg,Vanilla Ice-Cream,Butterscotch schnapps,Milk,Vodka,,,,,,,,,,,,2 scoops ,1 part ,full glass ,2 parts ,,,,,,,,,,,,,,No,2017-09-07 12:29:23
178356,Butterfly Effect,,"Purple, Colourful",,Cocktail,,Alcoholic,Hurricane glass,"Grab your boston tin, fill it with cubes ice and then simply chuck in all your ingredients apart from your lemonade.
Now it’s time to shake what your mama gave you until all your ingredients are blended to perfection.
Add some cubes of ice to your hurricane glass, give them a swill to cool the whole thing down and then strain your raspberry vodka cocktail of wonder into the glass.
Top with lemonade and chuck a sprig of mint on top for garnish.
You can either get drinking at this point or go and try and grab a few butterflies to finish, the choice really is yours.",,,,,,,https://www.thecocktaildb.com/images/media/drink/ht3hnk1619704289.jpg,Raspberry Vodka,Cranberry Juice,Lemonade,Blue Curacao,Sugar Syrup,Lime Juice,Mint,,,,,,,,,50 ml,25 ml,25 ml,10 ml,10 ml,Dash,Sprig,,,,,,,,,https://www.instagram.com/p/COQGZOXBOG2/,,No,
14181,Cafe Savoy,,,,Coffee / Tea,,Alcoholic,Coffee mug,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",,"Füllen Sie die Tasse fast bis zum Rand mit Kaffee, fügen Sie Milch, Triple Sec und Brandy hinzu. Rühren.",,"Riempi la tazza quasi fino in cima con il caffè.
Aggiungi latte, triple sec e brandy.
Agitare.",,,https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,Coffee,Milk,Triple sec,Brandy,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,2015-09-03 03:35:11
11202,Caipirinha,,"ContemporaryClassic,IBA",,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,,Limette und Zucker in ein old-fashioned Glas geben und vermengen (die beiden Zutaten mit einem Mixer oder einem Holzlöffel vermengen). Füllen Sie das Glas mit Eis und geben Sie den Cacha dazu.,,Mettere il lime e lo zucchero nel bicchiere vecchio stile e pestare (schiacciare i due ingredienti insieme usando un pestello o un cucchiaio di legno).Riempi il bicchiere di ghiaccio e aggiungi la Cachaça.,,,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg,Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp,1 ,2 1/2 oz ,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11202-Caipirinha,TheCocktailDB.com,Yes,2016-07-21 09:42:01
13206,Caipirissima,,,,Ordinary Drink,,Alcoholic,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,,"Wie Caipirinha, aber anstelle von Cachaca fügen Sie WHITE RUM hinzu. Es ist großartig!!!!!!!!",,"Come la Caipirinha ma al posto della cachaca aggiungi del rum bianco.
È ottimo!",,,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Lime,Sugar,White rum,Ice,,,,,,,,,,,,2 ,2 tblsp ,2-3 oz ,crushed ,,,,,,,,,,,,,,No,2017-08-24 10:05:15
11205,California Lemonade,,,,Ordinary Drink,,Alcoholic,Collins glass,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,,Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und in ein Collins-Glas über geschabtem Eis sieben. Mit kohlensäurehaltigem Wasser auffüllen und umrühren. Mit Orangen- und Zitronenscheiben dekorieren. Die Kirsche dazugeben und mit einem Strohhalm servieren.,,Shakerare tutti gli ingredienti (eccetto l'acqua gassata) con ghiaccio e filtrare in un bicchiere Collins su ghiaccio tritato.Decorare con fettine di arancia e limone.Riempi con acqua gassata e mescola.Aggiungere la ciliegia e servire con una cannuccia.,,,https://www.thecocktaildb.com/images/media/drink/q5z4841582484168.jpg,Blended whiskey,Lemon,Lime,Powdered sugar,Grenadine,Carbonated water,,,,,,,,,,2 oz ,Juice of 1 ,Juice of 1 ,1 tblsp,1/4 tsp,,,,,,,,,,,,,Yes,2016-08-28 18:47:04
14282,California Root Beer,,,,Soft Drink / Soda,,Alcoholic,Highball glass,Put Kahlua and Galliano in highball glass fill with soda,,Kahlua und Galliano in ein Highball-Glas geben und mit Soda füllen.,,Mettere Kahlua e Galliano nel bicchiere highball riempito di soda,,,https://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,Kahlua,Galliano,Soda water,,,,,,,,,,,,,3/4 oz ,3/4 oz ,Fill with ,,,,,,,,,,,,,,,No,2016-09-01 09:45:26
16047,Campari Beer,,,,Beer,,Alcoholic,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,,Verwenden Sie ein 15 oz Glas. Zuerst Campari hinzufügen. Mit Bier auffüllen.,,"Usa un bicchiere da 450ml.
Aggiungi prima Campari.
Riempi di birra.",,,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Lager,Campari,,,,,,,,,,,,,,1 bottle ,1 1/2 cl ,,,,,,,,,,,,,,,,No,2015-09-03 03:58:50
178329,Captain Kidd's Punch,,,,Cocktail,,Alcoholic,Collins glass,Mix all ingredients together in a shaker and strain into a collins glass. Use Caribbean dark Rum for a sweeter taste.,,,,Mescolare tutti gli ingredienti insieme in uno shaker e filtrare in un bicchiere Collins. Usa rum scuro caraibico per un gusto più dolce.,,,https://www.thecocktaildb.com/images/media/drink/d83spj1596017390.jpg,Rum,Lime Juice,Egg White,Bitters,Sugar,Nutmeg,,,,,,,,,,2 shots,1 shot,1 shot,1 dash,Ground,Top,,,,,,,,,,,,Yes,
17065,Caribbean Boilermaker,,,,Beer,,Alcoholic,Beer pilsner,Pour the Corona into an 18oz beer glass pour the rum into the beer.,,Gießen Sie die Corona in ein Bierglas und gießen Sie den Rum in das Bier.,,Versare la Corona in un bicchiere da birra da 530ml e versare il rum nella birra.,,,https://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,Corona,Light rum,,,,,,,,,,,,,,1 bottle ,1 shot ,,,,,,,,,,,,,,,,No,2016-02-03 15:01:06
